"","V1","V2"
"1",0.0986543054582811,0.76539644056778
"2",0.171371143338116,0.793603741351875
"3",0.186602418850489,0.879296604503431
"4",0.158411415964929,1.00841174605292
"5",-0.134262381864745,0.557753620899437
"6",-1.17934666376688,-0.440007104585601
"7",-2.30773545333887,-1.35446332240079
"8",-3.47806175113278,-2.22698203199406
"9",0.404681412433991,0.999593849632126
"10",-0.415809003964968,0.187484000356798
"11",-1.29224841049367,-0.568676858788785
"12",-2.20302498157574,-1.290500553381
"13",0.103202446917794,0.71509574795202
"14",-0.254336633560477,0.344078836296834
"15",-0.689970919643645,0.0511571302465459
"16",-1.17049146096515,-0.19687832056541
"17",-0.00612900683357864,0.597152289539356
"18",-0.222802268405289,0.370115667789104
"19",-0.467475211913599,0.171078727975452
"20",-0.7349321662441,-0.00517420101600852
"21",0.343190557928186,0.970393657593059
"22",0.231227203003041,0.829527810329978
"23",0.0634712882630666,0.744454522881727
"24",-0.143969007011102,0.699065615967671
"25",0.0448547528159622,0.66759611064184
"26",-0.18886367103271,0.420233772565437
"27",-0.462035232079091,0.212324571686744
"28",-0.765111593429702,0.0343201711122804
